Artist,Name,Year ,Popularity,genre,lyrics
Peterpan,Menghapus Jejakmu Lyrics,2007,100,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Terus melangkah melupakanmu Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan,Perlahan mimpi terasa mengganggu,Kucoba untuk terus menjauh,Perlahan hatiku terbelenggu,Kucoba untuk lanjutkan hidup
Engkau bukanlah segalaku,Bukan tempat tuk hentikan langkahku,Usai sudah semua berlalu,Biar hujan menghapus jejakmu,Terus melangkah melupakanmu
Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan,Perlahan mimpi terasa mengganggu
Kucoba untuk terus menjauh
Perlahan hatiku terbelenggu
Kucoba untuk lanjutkan hidup
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Lepaskan segalanya
Lepaskan segalanya
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu,Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana"
Peterpan,Mungkin Nanti Lyrics,2008,97.38024687,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Saatnya ku berkata
Mungkin yang terakhir kalinya
Sudahlah lepaskan semua
Kuyakin inilah waktunya,Mungkin saja kau bukan yang dulu lagi
Mungkin saja rasa itu telah pergi
Dan mungkin bila nanti kita kan bertemu lagi,Satu pintaku jangan kau coba tanyakan kembali
Rasa yang kutinggal mati
Seperti hari kemarin saat semua disini
Dan bila hatimu termenung,Bangun dari mimpi-mimpimu
Membuka hatimu yang dulu
Cerita saat bersamaku
Mungkin saja kau bukan yang dulu lagi,Mungkin saja rasa itu telah pergi
Dan mungkin bila nanti kita kan bertemu lagi
Satu pintaku jangan kau coba tanyakan kembali
Rasa yang kutinggal mati,Seperti hari kemarin saat semua disini
(Solo)
Dan mungkin bila nanti kita kan bertemu lagi
Satu pintaku jangan kau coba tanyakan kembali
Rasa yang ku tinggal mati
Seperti hari kemarin saat semua disini
Tak usah kau tanyakan lagi
Simpan untukmu sendiri
Semua sesal yang kau cari
Semua rasa yang kau beri"
Peterpan,Mimpi Yang Sempurna Lyrics,2008,91.13000763,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Mungkinkah bila ku bertanya
Pada bintang bintang
Dan bila ku mulai merasa
Bahasa kesunyian...,Tololkah aku yang berjalan
Dalam kehampaan
Terdiam, terpana, terbata
Semua dalam keraguan,Aku dan semua
Yang terluka karena kita,Akukan menghilang
Dalam pekat malam
Lepas ku melayang,Biarlah ku bertanya
Pada bintang bintang
Tentang arti kita
Dalam mimpi yang sempurna,Aku dan semua
Yang terluka karena kita
Aku kan menghilang
Dalam pekat malam
Lepas ku melayang
Biarlah ku bertanya
Pada bintang bintang
Tentang arti kita...
Akukan menghilang
Dalam pekat malam
Lepas ku melayang
Biarlah ku bertanya
Pada bintang bintang
Tentang arti kita...
Dalam mimpi yang sempurna..."
Peterpan,Ku Katakan Dengan Indah Lyrics,2006,86.67277334,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Kukatakan dengan indah
Dengan terbuka hatiku hampa
Sepertinya luka menghampirinya
Kau beri rasa yang berbeda,Mungkin ku salah...
Mengartikannya yang ku rasa cinta,Tetapi hatiku selalu meninggikanmu
Terlalu meninggikanmu selalu meninggikanmu
Kau hancurkan hatiku hancurkan lagi
Kau hancurkan hatiku tuk melihatmu,Kau terangi jiwaku kau redupkan lagi
Kau hancurkan hatiku tuk melihatmu,Tetapi hatiku selalu meninggikanmu
Terlalu meninggikanmu selalu meninggikanmu
Membuatku terjatuh dan terjatuh lagi
Membuatku merasakan yang tak terjadi,Semua yang terbaik dan yang terlewati
Semua yang terhenti tanpa ku akhiri
Kau buatku terjatuh dan terjatuh lagi
Kau buatku merasakan yang tak terjadi,Semua yang terbaik dan yang terlewati
Semua yang terhenti tanpa ku akhiri,Tetapi hatiku... selalu meninggikanmu
Terlalu meninggikanmu... selalu meninggikanmu
Kau hancurkan hatiku tak tertahan lagi
Kau hancurkan hatiku tuk melihatmu,Kau terangi jiwaku kau redupkan lagi
Kau hancurkan hatiku tuk melihatmu,Kau hancurkan hatiku hancurkan lagi
Kau hancurkan hatiku tuk melihatmu
Kau terangi jiwaku redupkan lagi
Kau hancurkan hatiku tuk melihatmu
Kau hancurkan hatiku hancurkan lagi
Kau hancurkan hatiku hancurkan lagi
Kau hancurkan hatiku hancurkan lagi
Kau hancurkan hatiku tuk melihatmu
Ho... o... Ho... o... Melihatmu"
Peterpan,Menunggumu Lyrics,2007,84.18125509,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Di dalam sebuah cinta
terdapat bahasa
Yang mengalun indah
mengisi jiwa
Merindukan kisah
kita berdua
Yang tak pernah bisa
akan terlupa,Bila Rindu ini
masih milikmu
Kuhadirkan sebuah
tanya untukmu
Harus brapa lama
aku menunggumu,aku menunggumu...,Didalam masa indah
saat bersamamu
Yang tak pernah bisa
akan terluka
pandangan matanya
menghancurkan jiwa
Dengan segenap cinta
aku bertanya,Bila Rindu ini
masih milikmu
Kuhadirkan sebuah
tanya untukmu
Harus brapa lama,aku menunggumu
aku menunggumu,Dalam hati ku menunggu.
Dalam hati ku menunggu.aku...,Dalam lelah ku menunggu.
Dalam hati ku menunggu.aku...
masih menunggu...,Bila Rindu ini
masih milikmu
Kuhadirkan sebuah
harus berapa lama
Harus brapa lama
aku menunggumu
aku menunggumu
Aku menunggu
Aku menunggu,Dalam hati ku menunggu.
Dalam lelah ku menunggu.
Dalam hati ku menunggu.
Dalam lelah ku menunggu.
Dalam hati ku menunggu."
Peterpan,Walau Habis Terang Lyrics,2008,79.47198345,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Ku terbiasa tersenyum tenang
Walau
Aaaa
Hatiku menangis,Kaulah cerita
Tertulis dengan pasti
Selamanya dalam pikiranku,Ooo
Selamanya
Peluk tubuhku
Untuk sejenak
Dan biarkan kita
Memudar dengan pasti,Biarkan semua
Seperti seharusnya
Takkan pernah menjadi milikku
Lupakan semua
Tinggalkan ini
Ku kan tenang
Dan kau kan pergi
Berjalanlah walau habis terang
Ambil cahaya cinta ku terangi jalanmu
Di antara beribu lainnya
Kau tetap,Kau tetap
Kau tetap,Benderang
Aah. Ah.
Aah. Ah.
Aah. Ah.
Aah...
Lupakan semua tinggalkan ini
Ku kan tenang dan kau kan pergi
Berjalanlah walau habis terang
Ambil cahaya cinta ku terangi jalanmu
Diantara beribu lainnya
Kau tetap
Kau tetap
Kau tetap
Benderang
Ooo"
Peterpan,Tak Bisakah Lyrics,2007,76.72324918,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Hatiku bimbang namun tetap pikirkanmu
Selalu-selalu dalam hatiku
Ku melangkah sejauh apapun itu
Selalu kau didalam hatiku,Ku berjalan-berjalan memutar waktu
Berharap temukan sisa hatimu
Mengertilah ku ingin engkau begitu
Mengerti kau didalam hatiku,Tak Bisakah kau menungguku
Hingga nanti tetap menunggu
Tak Bisakah kau menuntunku
Menemani dalam hidupku,Ku berjalan-berjalan memutar waktu
Berharap temukan sisa hatimu
Mengertilah ku ingin engkau begitu
Mengerti kau didalam hatiku,Dara Kau mencari hidupku
Kemana Kau tau isi hatiku
Tunggu sejenak aku disitu
Jalanku jalan menemukanmu,Tak Bisakah kau menungguku
Hingga nanti tetap menunggu
Tak Bisakah kau menuntunku
Menemani dalam hidupku,Ooo... Ooo...,Tak Bisakah kau menungguku
Hingga nanti tetap menunggu
Tak Bisakah kau menuntunku
Menemani dalam hidupku
Tak Bisakah kau menungguku
Hingga nanti tetap menunggu
Tak Bisakah kau menuntunku
Menemani dalam hidupku Wooah..."
Peterpan,Menghapus Jejak Lyrics,2007,72.18806157,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Terus melangkah melupakanmu Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan,Perlahan mimpi terasa mengganggu,Kucoba untuk terus menjauh,Perlahan hatiku terbelenggu,Kucoba untuk lanjutkan hidup
Engkau bukanlah segalaku,Bukan tempat tuk hentikan langkahku,Usai sudah semua berlalu,Biar hujan menghapus jejakmu,Terus melangkah melupakanmu
Lelah hati perhatikan sikapmu
Jalan pikiranmu buatku ragu
Tak mungkin ini tetap bertahan,Perlahan mimpi terasa mengganggu
Kucoba untuk terus menjauh
Perlahan hatiku terbelenggu
Kucoba untuk lanjutkan hidup
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Lepaskan segalanya
Lepaskan segalanya
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Engkau bukanlah segalaku
Bukan tempat tuk hentikan langkahku
Usai sudah semua berlalu
Biar hujan menghapus jejakmu
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana
Nanananana"
Peterpan,Cobalah Mengerti Lyrics,2007,66.54123277,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Aku tak kan
Pernah berhenti
Akan terus memahami
Masih terus berfikir,Bila harus memaksa
Atau berdarah untukmu
Apapun itu asalkan,Mencoba menerima,Dan kamu hanya
Perlu terima,Dan tak harus memahami,Dan tak harus berfikir
Hanya perlu mengerti
Aku bernafas untukmu,Jadi tetaplah di sini
Dan mulai menerimaku,Cobalah mengerti
Semua ini mencari arti
Selamanya takkan berhenti
Inginkan rasakan
Rindu ini menjadi satu
Biar waktu memisahkan"
Peterpan,Semua Tentang Kita Lyrics,2006,64.91754181,"""tag"",""Rock"").setTargeting(""cid"",""643218366"").setTargeting(""artist"",""peterpan"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Waktu terasa semakin berlalu
Tinggalkan cerita tentang kita
Akan tiada lagi kini tawamu
Tuk hapuskan semua sepi dihati,Ada cerita
Tentang aku dan dia
Dan kita bersama
Saat dulu kala,Ada cerita,Tentang masa yang indah
Saat kita berduka
Saat kita tertawa
Teringat di saat
Kita tertawa bersama
Ceritakan semua tentang kita,Ada cerita
Tentang aku dan dia
Dan kita bersama
Saat dulu kala
Ada cerita
Tentang masa yang indah
Saat kita berduka
Saat kita tertawa"
