Artist,Name,Year ,Popularity,genre,lyrics
Fleetwood Mac,Storms Lyrics,2006,39.18405338,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Every night that goes between
I feel a little less
As you slowly go away from me
This is only another test,Every night you do not come
Your softness fades away
Did I ever really care that much
Is there anything left to say,Every hour of fear I spend
My body tries to cry
Living through each empty night
A deadly call inside,I haven't felt this way I feel
Since many a year ago
But in those years and the lifetimes past
I did not deal with the road,And I did not deal with you, I know
Though the love has always been
So I search to find an answer there
So I can truly win,Every hour of fear I spend
My body tries to cry
Living through each empty night
A deadly call inside,So I try to say goodbye my friend
I'd like to leave you with something warm
But never have I been a blue calm sea
I have always been a storm
Always been a storm
Ooh, always been a storm
I have always been a storm,We were frail
She said, ""Every night he will break your heart""
I should have known from the first I'd be the broken hearted
I loved you from the start
Save us
And not all the prayers in the world could save us"
Fleetwood Mac,Tango in The Night Lyrics,2006,38.27195241,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Written by Lindsey Buckingham.,
Listen to the wind on the water
Listen to the waves upon the shore
Try to sleep, sleep won't come
Just as I begin to fade,Then I remember
When the moon was full and bright
I would take you in the darkness
And do the tango in the night
Tango...,I keep the dream in my pocket
Never let it fade away
Inside, outside
No loneliness in this dream,Then I remember
When the moon was full and bright
I would take you in the darkness
And do the tango in the night
Tango..."
Fleetwood Mac,Sugar Daddy Lyrics,2006,37.29689962,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Well I need a sugar daddy
He could be my friend
And if I needed a little money
I know he would lend me, lend me a hand
But when it comes to love
He'd better leave me alone
'Cause I've got you baby
And you give me all the love I need
Yes you give me all the love I need,And when I get a little hungry
He could give me all I could eat
And if I needed whiskey
He could serve it to me neat
But when it comes to love
He'd better leave me alone
'Cause I've got you baby
And you give me all the love I need
Yes you give me all the love I need,All that I want is someone to take care of me
I'm not asking for love, just a little sympathy,And he could pick me up
In a big fancy car
Then I could pretend
I was a big movie star
But when it comes to love
He'd better leave me alone
'Cause I've got you baby
And you give me all the love I need
Yes you give me all the love I need,All that I want is someone to take care of me
I'm not asking for love, just a little sympathy,I'm not asking for love"
Fleetwood Mac,Lay It All Down Lyrics,2006,37.29689962,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Written by Bob Welch.,
Let me retell
A story of old
About a man named Moses
Who lived long ago
He prophicied good
He prophicied bad
And now that prophecy's
Coming to pass,Let all your sons, and your daughters
Of the golden calf
Lay down your burden of sorrow
Lay down your burden of hurt
Lay it all down, for paradise here on earth,A whole lot of people, including myself
Thought the story of Moses was just a tall tale
But all of the things that we see going on
Are just what Moses set down,Let all your sons, and your daughters
Of the golden-yeah
Lay down your burden of sorrow
Lay down your burden of hurt
Lay it all down, for paradise here on earth,Let me retell
A story I know
About a man named Moses
Who lived long ago
He prophicied good
He prophicied bad
And now that prophecy's
Coming to pass,Let all your sons, and your daughters
Of the golden-yeah
Lay down your burden of sorrow
Lay down your burden of hurt
Lay down your burden of sorrow
Lay down your burden of hurt
Lay down your burden of sorrow
Lay down your burden of hurt
I just can't imagine a reason for sorrow
Just can't imagine the hurt
You've got to lay it down
You've got to lay it down
You've got to lay it down
You've got to lay it down
I said lay down your burden of sorrow
Lay down your burden of hurt
Lay down your burden of sorrow
There's just no reason to hurt
You've got to lay down your burden of sorrow
Lay down your burden of hurt
I said
Lay it all down, for paradise here on earth"
Fleetwood Mac,Big Love Lyrics,1997,36.24955686,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Looking out for love
In the night so still
Oh, I'll build you a kingdom
In that house on the hill
Looking out for love
Big, big love
You said that you love me
And that you always will
Oh, you begged me to keep you
In that house on the hill
Looking out for love
Big, big love
I wake up alone with it all
I wake up but only to fall
Looking out for love
Big, big love
Just looking out for love
Big, big love"
Fleetwood Mac,I'm So Afraid Lyrics,1997,35.1183405,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","I been alone
All the years
So many ways to count the tears
I never change
I never will
I'm so afraid the way I feel,Days when the rain and the sun are gone
Black as night
Agony's torn at my heart too long
So afraid
Slip and I fall and I die.,I been alone
Always down
No one cared to stay around
I never change
I never will
I'm so afraid the way I feel,Days when the rain and the sun are gone
Black as night
Agony's torn at my heart too long
So afraid
Slip and I fall and I die"
Fleetwood Mac,Miranda Lyrics,2006,35.1183405,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","At the end of the day
The end of the light
She remains of all of her foes
Miranda is dying with all of her might
She never comes
She always goes,She sticks the camera right into her arm
Anything to forget what the trouble's about
It causes her pain
That's part of the charm
She's down for the count
And finally out,Miranda is taking the stars down
A little something to call her own
By the light there still goes miranda
And miranda is always alone,She sees her face in another magazine
And the walls all close in
As the fancy takes flight
Can't stand to be loved
But she loves to be seen
She slips headlong into the night,Miranda is taking the stars down
A little something to call her own
By the light there still goes miranda
And miranda is always alone,And then all at once
The sun starts to rise
She sees her father holding her down
All the daylight is poison to her eyes
She slips down the shade
And lets herself drown,Miranda is taking the stars down
A little something to call her own
By the light there still goes miranda
And miranda is always alone,The lights shot down in the arena
All across the safety zone
Loneliness follows miranda
And miranda is always alone
Miranda is always alone
Miranda is always alone"
Fleetwood Mac,Dragonfly Lyrics,2006,35.1183405,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","And when the roses are half-bud soft flowers
And lovely as the king of flies has come
It was a fleeting visit, all too brief
In three short minutes, he had been and gone,He rested there upon an apple leaf
A gorgeous opal crown sat on his head
Although the garden is a lovely place
Was it worthy of so fine a guest,Oh
Oh
Oh
Oh,Dragonfly, dragonfly."
Fleetwood Mac,Homework Lyrics,2006,35.1183405,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Written by A. Perkins, D. Clark, and O. Rush.,
Oh baby, you know I may be a fool
I'm wastin' my time by goin' to school
The way you got me holdin' your door
I can't do my homework anymore
I can't do my homework anymore,Oh baby, I said you got me so blind
I'm walkin' 'round in circles, I could loose my mind
The way you got me holdin' your door
I can't do my homework anymore,Now baby your as sweet as you can be
Everything you do keep on sending me
Just the kiss of your lips or the touch of your hand
Everything you do is really grand,Oh baby, oh, now what can I do
I'm walkin' round in circles in love with you
The way you got me holdin' your door
I can't do my homework anymore,Now baby your as sweet as you can be
Everything you do keep on sending me
Just the kiss of your lips or the touch of your hand
Everything you do is really grand,Oh baby, oh, now what can I do
I'm walkin' round in circles in love with you
The way you got me holdin' your door
I can't do my homework anymore
I can't do my homework anymore
I can't do my homework anymore
I can't do my homework anymore
I can't do my homework anymore"
Fleetwood Mac,Oh Diane Lyrics,2006,33.8886383,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Oh no, here I go again
Fallin' in love again,Love is like a grain of sand
Slowly slippin' through your hand
Oh, oh, whoa...
Oh, oh, Diane
Oh, oh, Diane,Will I love you, I will, always
Will you stand by me always,'Cause Love is like a grain of sand
Slowly slippin' through your hand
Oh, oh, whoa...
Oh, oh, Diane
Oh, oh, Diane
(Talkin' 'bout Diane)
Oh, oh, Diane
Oh, oh, Diane
Oh, oh, Diane
(Talkin' 'bout Diane)
Oh, oh, Diane"
Fleetwood Mac,It's You I Miss Lyrics,2014,33.8886383,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","When I think about you
I think about how much I miss you
when you're not around,When I think about you
I think about how much I can't wait
to hear the sound of your laughter
Time and distance never matter,Well I miss you now
I have so many questions
About love and about pain
About strained relationships
About fame
As only he could explain it to me,Seems like yesterday
I think about how much I
Wish that you were here with me now
The invisible girl
That was my name
She walks in and walks out
And I'm sorry now
I'm sorry now,Well I miss you now
I have so many questions
About love and about pain
About strained relationships
About fame
As only he could explain it to me,Tell me again,Paris to Rome
London to Paris
Always goodbye
I nearly couldn't bear it
Her heart settles down
She's back on that staircase
On the way up to her place,I miss you now
I have so many questions
About love and about pain
About strained relationships
About fame
Only he could explain it to me,Tell me again,Paris to Rome
London to Paris
Always goodbye
I nearly couldn't bear it
Her heart settles down
She's back on that staircase
On the way up to her place,I miss you now
I have so many questions
About love and about pain
About strained relationships
About fame
As only he could explain it to me,I miss you now
I miss you now
Miss you now"
Fleetwood Mac,Hypnotized Lyrics,2006,33.8886383,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Written by Bob Welch.,
It's the same kind of story
That seems to come down from long ago
Two friends having coffee together
When something flies by their window
It might be out on that lawn
Which is wide, at least half of a playing field
Because there's no explaining what your imagination
Can make you see and feel,Seems like a dream
(They) got me hypnotized,Now it's not a meaningless question
To ask if they've been and gone
I remember a talk about North
Carolina and a strange, strange pond
You see the sides were like glass
In the thick of a forest without a road
And if any man's ever made that land
Then I think it would've showed,Seems like a dream
(They) got me hypnotized,They say there's a place down in Mexico
Where a man can fly over mountains and hills
And he don't need an airplane or some kind of engine
And he never will
Now you know it's a meaningless question
To ask if those stories are right
'Cause what matters most if the feeling
You get when you're hypnotized,Seems like a dream
(They) got me hypnotized"
Fleetwood Mac,Monday Morning Lyrics,2006,33.8886383,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Monday morning you sure look fine
Friday I got traveling on my mind
First you love me then you fade away
I can't go on believing this way,I got nothing but love for you
So tell me what you really want to do
First you love me then you get on down the line
But I don't mind, no I don't mind,I'll be there if you want me to
No one else that could ever do
I got to get some peace in my mind,Monday morning you sure look fine
Friday I got traveling on my mind
First you love me then you say it's wrong
I can't go on believing for long,But you know it's true
You only want me when I get over you
First you love me, then you get on down the line
But I don't mind, no I don't mind,I'll be there if you want me to
No one else that could ever do
I got to get some peace in my mind"
Fleetwood Mac,Warm Ways Lyrics,2006,32.54165195,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Sleep easy by my side
Into gentle slumber you can hide
I, I'm waiting for the sun to come up
I can't sleep, with your warm ways,Forever
Forever love
Together
Together love,You made me a woman tonight
Dream until the morning light
I, I'm waiting for the sun to come up
I can't sleep, with your warm ways,Forever
Forever love
Together
Together love"
Fleetwood Mac,Written by Stevie Nicks. Lyrics,2007,32.54165195,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","You could be my silver springs
Blue-green colors flashing
I would be your only dream
Your shining on an ocean crashing,And did you say she was pretty
And did you say that she loves you
Baby I don't want to know,I begin not to love you
Turn around, see me running
I say I loved you years ago
But tell myself you never loved me no,And did you say she was pretty
And did you say that she loves you
Baby I don't want to know,Oh no,And can you tell me was it worth it
Really, I don't want to know,Time cast a spell on you
But you won't forget me
I know I could have loved you
But you would not let me,Time cast a spell on you
But you won't forget me
I know I could have loved you
But you would not let me,I'll follow you down 'till the sound
Of my voice will haunt you,You'll never get away from the sound
Of the woman that loves you,I'll follow you down 'till the sound
Of my voice will haunt you
(was i just a fool)
You'll never get away from the sound
Of the woman that loves you
(Was I just a fool)
I'll follow you down till the sound of my voice will haunt you
(give me just a chance)
you'll never get away from the sound of the woman that loves you
(never get away never get away never get away)
You could be my silver springs my blue green colors flashing"
Fleetwood Mac,As Long As You Follow Lyrics,2006,31.05262762,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","I've been searching
For a pot of gold
Like the kind you find
At the end of the rainbow,I've been dreaming
Thought it was in vain
Ah, But now you're here
Can't believe that you're back again,Now I Know I can't loose
As long as you follow
I'm gonna win
I'm gonna beg, steal, or borrow
As Long as you follow,I've been wandering
Gone away too far
But the road was rough
To get back where you are,And the sun went down
Never seem to rise
Ah, But now you're here
With the light shining in your eyes,Now I Know I can't lose
As long as you follow
I'm gonna win
I'm gonna beg, steal, or borrow
Yes, I can live today
If you give me tomorrow
As long as you follow,Now I know I can't lose
As long as you follow
I'm gonna win
I'm gonna beg, steal, or borrow
Yes, I can live today
If you give me tomorrow
As long as you follow"
Fleetwood Mac,Thrown Down Lyrics,2006,31.05262762,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","You fell for her again, she watched it happen
Every day, day by day
But more important, night by night
She watched it all come into play
He held her hands
She listened to what he had to say,Thrown down like a barricade
Maybe now he could prove to her
That he could be good for her
And they should be together,You've shaken your faith in me, no
You've shaken the faith in everything else
A decision no one makes
And now you're going home
Faith is a hard thing to hold on to
Something inside you says I don't have to,You're not like other people, you do what you want to
You're not like other people, you do what you want to,Thrown down like a barricade
Maybe now he could prove to her
That he could be good for her
And they should be together,You say you're sorry
Now you should walk away
But it's so overwhelming
You have nothing left to say
You can sit outside his door and wait
Well, you can dedicate your pain to him,Oh, thrown down like a barricade
Maybe now he could prove to her
That he could be good for her
And they should be together
About just how much he never really told her
Thrown down,About how difficult it had been
To be without her, thrown down"
Fleetwood Mac,Bermuda Triangle Lyrics,2006,31.05262762,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Written by Bob Welch.,
I guess you've heard about the Bermuda triangle
There's something going on
Nobody seems to know just what it is
And the airforce won't let on
It might be hole down in the ocean
Yeah or a fog that won't let go
It might be some crazy people talking
Or somebody that we ought to know
Down in Bermuda, the pale blue sea
Way down in the triangle, it's easy to believe,Now here's one
You see strange shapes in moonlight
And shadows in the night
They said that wingtip seemed to brush their faces
And strangers stole their sight
Way down in the triangle
Where the sea was smooth as glass
Giving you one answer to a question
That you never thought you'd ask
Ah down in Bermuda, in the pale blue sea
Way down in Bermuda, yeah it's easy to believe
Down in the triangle, it's easy to believe,They came from Galveston
They came from New Orleans
And then from Bloomington, and Delaware
The used St. Petersburg, they came from Tampa
And then from Mexico, it doesn't matter where
They all completely share,
All of those ships and planes,
A great big mystery that cannot be explained,
Down in Bermuda, in the pale blue sea,Your feeling safe in your harbour
And everything seems certain
Right next to Palm Beach and Key Biscane
Behind a velvet curtain
But then the moon goes grey with worry
And the sea turns a pale white
You better believe something strange is going on tonight
Down in Bermuda, ah, the pale blue sea
Bermuda Triangle, yeah, it's easy to believe
Down in the Triangle, it's easy to believe,They came from Galveston
They came from New Orleans
And then from Bloomington, and Delaware
Bermuda, the pale blue sea"
Fleetwood Mac,Think About It Lyrics,2009,31.05262762,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Step into the velvet of the morning
Let yourself lay back within your dreams
Take on the situation but not the torment
Now you know it's not as bad as it seems,Well, I know you'd like to come away
But, baby, you can't come
Fortune is your life's love,Oh, and anytime you think about leaving
Think about what you know
Well, think about it
Think about it before you go,And the heart says danger
And the heart says whatever
It is that you want from me
I am just one small part of
Forever falling star, star catcher,Even when you feel like your life is fading
I know that you'll go on forever, you're that good,Heartbreak of the moment is not endless
Fortune is your life's love,Well, honey I know you'd like to come away
But, baby, you can't come
Fortune is your life's love,Oh, and anytime you think about leaving
Think about what you know
Well, think about it
Think about it before you go
Well, think about it
Think about it before you go,And the heart says danger
And the heart says whatever
Think about it before you go,Think about it before you go"
Fleetwood Mac,Think About Me Lyrics,2006,31.05262762,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","All it took was a special look
And I felt I knew you before
I didn't mean to love you
Didn't think it would work out,But I knew we would be together
And I couldn't wait for more
But what can they say
It's not against the law,I don't hold you down
Maybe that's why you're around
But if I'm the one you love
Well think about me,I believe that you really want me
But it's not easy, just to give in
So let yourself go and let love begin,I don't hold you down
Maybe that's why you're around
But if I'm the one you love
Well think about me,I don't hold you down
Maybe that's why you're around
But if I'm the one you love
Well think about me,Baby, once in a while
Now think about me
Baby, once in a while
Think about me,Baby, once in a while
Don't you think about me
Every, every once in a while
Think about me"
Fleetwood Mac,Sunny Side of Heaven Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)",[instrumental]
Fleetwood Mac,World Turning Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Everybody's trying to say I'm wrong
I just wanna be back where I belong,World turning
I gotta get my feet back on the ground
World turning
Everybody's got me down,Maybe I'm wrong but who's to say what's right
I need somebody to help me through the night,World turning
I gotta get my feet back on the ground
World turning
Everybody's got me down,Maybe I'm wrong but who's to say what's right
I need somebody to help me through the night,World turning
I gotta get my feet back on the ground
World turning
Everybody's got me down,Turning
Everybody's got me down
World turning
Everybody's got me down"
Fleetwood Mac,Say Goodbye Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","So you face yesterday
Thinking on the days of old
And the price that we paid
For a love we couldn't hold
I let you slip away
There was nothing I could do
That was so long ago, yeah
Still I often think of you,I fall down, I get up
And I've always had to fight
Everything that was wrong
For the things that were right
And now I've finally found my way
Now I know just what to do
Once you said goodbye to me, yeah
Now I say goodbye to you,It's so hard to find your way
When the lies come around
Still it happens every day
So don't let it get you down,Just a time within a time
Just a scheme within a scheme
A little world within a world
Is a dream just a dream?
And now I've finally found my way
Now I know just what to do
Once you said goodbye to me, yeah
Now I say goodbye to you
Now I'd best be on my way
Before the night turns blue
Once you said goodbye to me, yeah
And now I say goodbye to you
Once you said goodbye to me, yeah
Now I say goodbye to you"
Fleetwood Mac,Blue Letter Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","It was a blue letter she wrote to me
It's silver words she told
Wanna be on the road to paradise
I want a lover who don't get old,Do I read a message in your eyes
You want a love to stay another night
Baby, when your day goes down
I won't be waitin' around for you,For every voice you ever heard
There's a thousand without a word
Redbird, don't say you told me so
Give me one more song to go,Do I read a message in your eyes
You want a love to stay another night
Baby, when your day goes down
I won't be waitin' around for you
Oh, yeah,For every voice you ever heard
There's a thousand without a word
Redbird, don't say you told me so
Give me one more song to go,Do I read a message in your eyes
You want a love to stay another night
Baby, when your day goes down
I won't be waitin' around for you,I ain't waitin'
I ain't waitin'
I ain't waitin'
..."
Fleetwood Mac,Love shines Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","You've got a sweet heart
Never will you be replaced
And it's so hard
The memory can't be erased,Love shines when I think of you
You make it happen
You make it true
(love shines)
Love shines there can be no doubt
What this feeling is all about,Oh baby your
Love shines, love shines so bright
(so bright)
Did you know your
Love shines, love shines so bright
(on and on and on)
On and on it will always be
Rhythm, rhyme, and harmony
Yeah, baby your
Love shines, love shines tonight
(tonight),You cast a spell
A magical revelation
And I see so well
My ultimate destination,Love shines when I think of you
You make it happen
You make it true
(love shines)
Love shines there can be no doubt
What this feeling is all about,Oh baby your
Love shines, love shines so bright
(so bright)
Did you know your
Love shines, love shines so bright
(on and on and on)
On and on it will always be
Rhythm, rhyme, and harmony
Yes, baby your
Love shines, love shines tonight
(tonight),After all the reckoning
After all the promises
All the darkness in my heart
Has gone away
Gone away,
(on and on and on)
So on and on it will always be
Rhythm, rhyme, and harmony
Yes, baby your
Love shines, love shines tonight
Oh don't you know your
Love shines, love shines so bright
Oh baby your
Love shines, love shines so bright"
Fleetwood Mac,Crystal Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Do you always trust your first initial feeling?
Special Knowledge holds true, bears believing.,I turned around and the water was closing all around like a glove,
Like the love that had finally, finally found me,,Then I knew in the crystaline knowledge of you
Drove me through the mountains,,Through the crystal like and clear water fountains,
Drove me like a magnet,To the sea
To the sea
To the sea,How the faces of love have changed turning the pages.
And I have changed, oh but you, you remain ageless.,I turned around and the water was closing all around like a glove
Like the love that had finally, finally found me,,Then I knew in the crystaline knowledge of you
Drove me through the mountains,,Through the crystal like and clear water fountains
Drove me like a magnet,To the sea
To the sea
To the sea
To the sea"
Fleetwood Mac,Sisters Of The Moon Lyrics,2006,29.38804003,"""tag"",""Rock"").setTargeting(""cid"",""4345"").setTargeting(""artist"",""fleetwoodmac"");var ftag=false,ftagHash=false,ftagSession=localStorage.getItem('ftagSession')||false;if(window.location.hash.indexOf('ftag=')!=-1){ftagHash=window.location.hash.substring(window.location.hash.indexOf('ftag=')+5);}if(ftag!=false){localStorage.setItem('ftagSession',ftag)","Intense silence
As she walked in the room
Her black robes trailing
Sister of the moon
And a black widow spider makes
More sound than she
And black moons in those eyes of hers
Made more sense to me
Heavy persuasion
It was hard to breathe
She was dark at the top of the stairs
And she called to me,And so I followed
As friends often do
I cared not for love, nor money
I think she knew
Well, the people they still love her
And still they are the most cruel
She asked me
Be my sister, sister, sister of the moon,Some call her sister of the moon
Some say illusions are her game
They like to wrap her in velvet
Does anyone, ooo... know her name"
